#,Entry_ET,Direction,Score,ATR,Entry_Price,TP_Level,SL_Level,Exit_Price,PnL_Pts,PnL_USD,Exit_Reason,Entry_UTC,Exit_UTC
175,2025-12-05 10:58,LONG,4,22.71,25734.50,25752.67,25707.24,25752.42,17.92,34.60,TP,2025-12-05 15:58,2025-12-05 16:00
176,2025-12-05 11:16,LONG,4,17.59,25703.25,25717.32,25682.14,25717.07,13.82,26.40,TP,2025-12-05 16:16,2025-12-05 16:21
177,2025-12-05 11:32,LONG,4,20.86,25662.00,25678.69,25636.97,25678.44,16.44,31.63,TP,2025-12-05 16:32,2025-12-05 16:33
178,2025-12-08 09:49,LONG,4,24.75,25742.25,25762.05,25712.55,25761.80,19.55,37.86,TP,2025-12-08 14:49,2025-12-08 14:49
179,2025-12-08 10:24,LONG,4,15.88,25704.50,25717.20,25685.45,25685.20,-19.30,-39.84,SL,2025-12-08 15:24,2025-12-08 15:25
180,2025-12-08 10:51,LONG,4,12.36,25678.50,25688.39,25663.67,25663.42,-15.08,-31.40,SL,2025-12-08 15:51,2025-12-08 15:55
181,2025-12-08 11:01,LONG,4,15.23,25659.75,25671.94,25641.47,25641.22,-18.53,-38.30,SL,2025-12-08 16:01,2025-12-08 16:01
182,2025-12-08 12:01,LONG,4,11.50,25620.25,25629.45,25606.45,25606.20,-14.05,-29.34,SL,2025-12-08 17:01,2025-12-08 17:02
183,2025-12-08 12:27,LONG,4,10.86,25604.50,25613.19,25591.47,25612.94,8.44,15.63,TP,2025-12-08 17:27,2025-12-08 17:28
184,2025-12-08 13:32,LONG,4,12.93,25627.75,25638.09,25612.24,25611.99,-15.76,-32.77,SL,2025-12-08 18:32,2025-12-08 18:34
185,2025-12-08 13:59,LONG,4,13.20,25574.75,25585.31,25558.91,25585.06,10.31,19.37,TP,2025-12-08 18:59,2025-12-08 18:59
186,2025-12-08 14:04,LONG,4,14.62,25578.25,25589.95,25560.70,25589.70,11.45,21.66,TP,2025-12-08 19:04,2025-12-08 19:07
187,2025-12-09 10:03,SHORT,4,18.70,25667.00,25652.04,25689.44,25652.29,14.71,28.17,TP,2025-12-09 15:03,2025-12-09 15:03
188,2025-12-09 10:42,SHORT,4,13.34,25661.00,25650.33,25677.01,25677.26,-16.26,-33.75,SL,2025-12-09 15:42,2025-12-09 15:44
189,2025-12-09 11:57,SHORT,4,10.14,25709.75,25701.64,25721.92,25701.89,7.86,14.49,TP,2025-12-09 16:57,2025-12-09 17:01
190,2025-12-09 12:05,SHORT,4,8.39,25725.25,25718.54,25735.32,25718.79,6.46,11.69,TP,2025-12-09 17:05,2025-12-09 17:08
191,2025-12-09 13:05,SHORT,4,7.77,25722.25,25716.04,25731.57,25716.29,5.96,10.69,TP,2025-12-09 18:05,2025-12-09 18:07
192,2025-12-10 10:37,LONG,4,13.57,25584.25,25595.11,25567.96,25567.71,-16.54,-34.31,SL,2025-12-10 15:37,2025-12-10 15:40
193,2025-12-10 11:04,LONG,4,18.12,25545.75,25560.25,25524.00,25560.00,14.25,27.26,TP,2025-12-10 16:04,2025-12-10 16:07
194,2025-12-10 12:54,SHORT,4,8.38,25662.50,25655.80,25672.55,25672.80,-10.30,-21.84,SL,2025-12-10 17:54,2025-12-10 17:55
195,2025-12-10 12:59,SHORT,4,9.96,25662.50,25654.53,25674.46,25654.78,7.72,14.20,TP,2025-12-10 17:59,2025-12-10 18:02
196,2025-12-10 14:01,SHORT,4,19.25,25693.50,25678.10,25716.60,25678.35,15.15,29.06,TP,2025-12-10 19:01,2025-12-10 19:01
197,2025-12-10 14:07,SHORT,4,30.89,25710.75,25686.04,25747.82,25686.29,24.46,47.69,TP,2025-12-10 19:07,2025-12-10 19:19
198,2025-12-10 14:36,SHORT,4,29.23,25770.00,25746.61,25805.08,25746.86,23.14,45.03,TP,2025-12-10 19:36,2025-12-10 19:36
199,2025-12-10 15:00,SHORT,4,26.64,25823.25,25801.94,25855.22,25802.19,21.06,40.89,TP,2025-12-10 20:00,2025-12-10 20:00
200,2025-12-10 15:06,SHORT,4,24.59,25835.50,25815.83,25865.01,25816.08,19.42,37.60,TP,2025-12-10 20:06,2025-12-10 20:07
201,2025-12-10 15:56,SHORT,4,12.86,25825.00,25814.71,25840.43,25814.96,10.04,18.83,TP,2025-12-10 20:56,2025-12-10 20:57
202,2025-12-11 09:50,LONG,4,29.11,25487.00,25510.29,25452.07,25451.82,-35.18,-71.60,SL,2025-12-11 14:50,2025-12-11 14:53
203,2025-12-11 12:26,SHORT,4,14.43,25623.75,25612.21,25641.06,25612.46,11.29,21.35,TP,2025-12-11 17:26,2025-12-11 17:27
204,2025-12-11 12:32,SHORT,4,13.21,25615.75,25605.18,25631.61,25631.86,-16.11,-33.45,SL,2025-12-11 17:32,2025-12-11 17:34
205,2025-12-11 12:43,SHORT,5,11.66,25641.25,25631.92,25655.24,25632.17,9.08,16.92,TP,2025-12-11 17:43,2025-12-11 17:43
206,2025-12-11 12:49,SHORT,4,11.07,25623.25,25614.39,25636.54,25614.64,8.61,15.97,TP,2025-12-11 17:49,2025-12-11 17:50
207,2025-12-11 13:11,SHORT,4,12.23,25625.75,25615.96,25640.43,25640.68,-14.93,-31.10,SL,2025-12-11 18:11,2025-12-11 18:13
208,2025-12-11 13:36,SHORT,4,14.62,25645.25,25633.55,25662.80,25663.05,-17.80,-36.84,SL,2025-12-11 18:36,2025-12-11 18:37
209,2025-12-11 13:46,SHORT,4,11.77,25674.00,25664.59,25688.12,25664.84,9.16,17.09,TP,2025-12-11 18:46,2025-12-11 18:48
210,2025-12-11 13:56,SHORT,4,10.77,25644.75,25636.14,25657.67,25636.39,8.36,15.49,TP,2025-12-11 18:56,2025-12-11 18:58
211,2025-12-11 14:13,SHORT,4,9.38,25660.25,25652.75,25671.50,25671.75,-11.50,-24.24,SL,2025-12-11 19:13,2025-12-11 19:15
212,2025-12-11 14:19,SHORT,4,9.73,25694.50,25686.71,25706.18,25686.96,7.54,13.83,TP,2025-12-11 19:19,2025-12-11 19:21
213,2025-12-11 14:37,SHORT,4,7.64,25710.75,25704.64,25719.92,25704.89,5.86,10.49,TP,2025-12-11 19:37,2025-12-11 19:39
214,2025-12-11 14:46,SHORT,4,7.68,25708.00,25701.86,25717.21,25717.46,-9.46,-20.17,SL,2025-12-11 19:46,2025-12-11 19:50
215,2025-12-11 15:31,SHORT,4,7.43,25677.50,25671.56,25686.41,25671.81,5.69,10.15,TP,2025-12-11 20:31,2025-12-11 20:31
216,2025-12-11 15:51,SHORT,4,10.36,25710.75,25702.46,25723.18,25702.71,8.04,14.83,TP,2025-12-11 20:51,2025-12-11 20:53
217,2025-12-11 16:00,SHORT,4,13.68,25714.50,25703.56,25730.91,25715.00,-0.50,-2.24,EOD,2025-12-11 21:00,2025-12-11 21:00
218,2025-12-12 09:49,LONG,4,24.96,25522.25,25542.22,25492.29,25541.97,19.72,38.20,TP,2025-12-12 14:49,2025-12-12 14:52
219,2025-12-12 10:09,LONG,4,23.50,25432.50,25451.30,25404.30,25451.05,18.55,35.86,TP,2025-12-12 15:09,2025-12-12 15:10
220,2025-12-12 10:14,LONG,4,25.93,25454.50,25475.24,25423.39,25423.14,-31.36,-63.97,SL,2025-12-12 15:14,2025-12-12 15:16
221,2025-12-12 10:25,LONG,4,22.98,25381.00,25399.39,25353.42,25353.17,-27.83,-56.90,SL,2025-12-12 15:25,2025-12-12 15:28
222,2025-12-12 10:57,LONG,4,22.95,25319.75,25338.11,25292.21,25291.96,-27.79,-56.81,SL,2025-12-12 15:57,2025-12-12 15:58
223,2025-12-12 11:05,LONG,4,32.91,25174.75,25201.08,25135.26,25200.83,26.08,50.92,TP,2025-12-12 16:05,2025-12-12 16:05
224,2025-12-12 15:33,LONG,4,12.46,25178.50,25188.47,25163.54,25188.22,9.72,18.20,TP,2025-12-12 20:33,2025-12-12 20:33
225,2025-12-15 09:59,LONG,4,25.79,25481.50,25502.13,25450.56,25450.31,-31.19,-63.63,SL,2025-12-15 14:59,2025-12-15 15:00
226,2025-12-15 10:25,LONG,4,27.45,25330.75,25352.71,25297.81,25297.56,-33.19,-67.61,SL,2025-12-15 15:25,2025-12-15 15:29
227,2025-12-15 13:35,LONG,4,15.46,25350.25,25362.62,25331.69,25362.37,12.12,23.00,TP,2025-12-15 18:35,2025-12-15 18:36
228,2025-12-16 09:52,SHORT,4,40.25,25364.75,25332.55,25413.05,25332.80,31.95,62.66,TP,2025-12-16 14:52,2025-12-16 14:54
229,2025-12-16 10:26,LONG,4,28.04,25201.50,25223.93,25167.86,25223.68,22.18,43.12,TP,2025-12-16 15:26,2025-12-16 15:29
230,2025-12-16 11:18,LONG,4,23.04,25234.75,25253.18,25207.11,25252.93,18.18,35.12,TP,2025-12-16 16:18,2025-12-16 16:18
231,2025-12-16 12:04,SHORT,4,19.20,25349.25,25333.89,25372.29,25334.14,15.11,28.97,TP,2025-12-16 17:04,2025-12-16 17:05
232,2025-12-16 12:59,LONG,4,16.30,25208.00,25221.04,25188.44,25188.19,-19.81,-40.87,SL,2025-12-16 17:59,2025-12-16 18:03
233,2025-12-16 15:28,SHORT,4,10.91,25364.75,25356.02,25377.84,25378.09,-13.34,-27.93,SL,2025-12-16 20:28,2025-12-16 20:30
234,2025-12-16 15:35,SHORT,4,10.64,25397.25,25388.74,25410.02,25410.27,-13.02,-27.28,SL,2025-12-16 20:35,2025-12-16 20:35
235,2025-12-16 15:39,SHORT,4,13.04,25425.50,25415.07,25441.14,25415.32,10.18,19.12,TP,2025-12-16 20:39,2025-12-16 20:39
236,2025-12-16 15:46,SHORT,4,14.30,25416.00,25404.56,25433.16,25404.81,11.19,21.15,TP,2025-12-16 20:46,2025-12-16 20:47
237,2025-12-17 09:47,LONG,4,34.80,25258.00,25285.84,25216.24,25285.59,27.59,53.95,TP,2025-12-17 14:47,2025-12-17 14:49
238,2025-12-17 10:36,LONG,4,26.55,25228.75,25249.99,25196.89,25196.64,-32.11,-65.47,SL,2025-12-17 15:36,2025-12-17 15:36
239,2025-12-17 10:41,LONG,4,27.29,25202.25,25224.08,25169.51,25169.26,-32.99,-67.23,SL,2025-12-17 15:41,2025-12-17 15:42
240,2025-12-17 10:46,LONG,4,28.43,25120.00,25142.74,25085.89,25142.49,22.49,43.75,TP,2025-12-17 15:46,2025-12-17 15:48
241,2025-12-17 10:53,LONG,4,30.84,25063.75,25088.42,25026.74,25088.17,24.42,47.60,TP,2025-12-17 15:53,2025-12-17 15:54
242,2025-12-17 11:16,LONG,4,27.54,25040.50,25062.53,25007.46,25062.28,21.78,42.32,TP,2025-12-17 16:16,2025-12-17 16:19
243,2025-12-17 11:51,LONG,4,23.93,24995.50,25014.64,24966.79,25014.39,18.89,36.55,TP,2025-12-17 16:51,2025-12-17 16:53
244,2025-12-17 13:42,LONG,4,16.39,24968.25,24981.36,24948.58,24948.33,-19.92,-41.08,SL,2025-12-17 18:42,2025-12-17 18:47
245,2025-12-17 13:52,LONG,4,19.04,24951.75,24966.98,24928.91,24966.73,14.98,28.72,TP,2025-12-17 18:52,2025-12-17 19:00
246,2025-12-17 15:55,LONG,4,15.52,24916.50,24928.91,24897.88,24897.63,-18.87,-38.98,SL,2025-12-17 20:55,2025-12-17 20:55
247,2025-12-17 16:00,LONG,4,17.66,24892.75,24906.88,24871.56,24906.63,13.88,26.52,TP,2025-12-17 21:00,2025-12-17 21:00
248,2025-12-18 10:15,LONG,4,23.71,25196.50,25215.47,25168.04,25215.22,18.72,36.20,TP,2025-12-18 15:15,2025-12-18 15:15
249,2025-12-18 10:19,LONG,4,24.21,25192.25,25211.62,25163.19,25211.37,19.12,37.00,TP,2025-12-18 15:19,2025-12-18 15:21
250,2025-12-18 10:28,SHORT,4,25.39,25326.50,25306.19,25356.97,25357.22,-30.72,-62.68,SL,2025-12-18 15:28,2025-12-18 15:34
251,2025-12-18 10:41,SHORT,4,19.62,25382.25,25366.55,25405.80,25366.80,15.45,29.66,TP,2025-12-18 15:41,2025-12-18 15:47
252,2025-12-18 11:11,SHORT,4,12.91,25390.00,25379.67,25405.49,25405.74,-15.74,-32.73,SL,2025-12-18 16:11,2025-12-18 16:12
253,2025-12-19 09:46,SHORT,4,31.20,25541.50,25516.54,25578.94,25579.19,-37.69,-76.61,SL,2025-12-19 14:46,2025-12-19 15:00
254,2025-12-19 10:28,LONG,4,17.77,25481.25,25495.46,25459.93,25495.21,13.96,26.69,TP,2025-12-19 15:28,2025-12-19 15:28
255,2025-12-19 12:20,SHORT,4,8.79,25567.50,25560.47,25578.04,25578.29,-10.79,-22.83,SL,2025-12-19 17:20,2025-12-19 17:21
256,2025-12-19 12:52,SHORT,4,7.70,25586.75,25580.59,25595.99,25580.84,5.91,10.57,TP,2025-12-19 17:52,2025-12-19 17:52
257,2025-12-19 12:57,SHORT,4,8.38,25595.75,25589.05,25605.80,25589.30,6.45,11.66,TP,2025-12-19 17:57,2025-12-19 17:57
258,2025-12-22 10:35,LONG,4,13.16,25674.25,25684.78,25658.46,25658.21,-16.04,-33.33,SL,2025-12-22 15:35,2025-12-22 15:35
259,2025-12-22 10:39,LONG,4,15.66,25649.50,25662.03,25630.71,25661.78,12.28,23.32,TP,2025-12-22 15:39,2025-12-22 15:42
260,2025-12-22 13:26,LONG,4,7.18,25683.25,25688.99,25674.64,25688.74,5.49,9.75,TP,2025-12-22 18:26,2025-12-22 18:26
261,2025-12-23 10:04,LONG,4,20.62,25638.00,25654.50,25613.25,25654.25,16.25,31.26,TP,2025-12-23 15:04,2025-12-23 15:07
262,2025-12-23 10:12,LONG,4,19.71,25636.50,25652.27,25612.84,25652.02,15.52,29.80,TP,2025-12-23 15:12,2025-12-23 15:15
263,2025-12-23 11:03,SHORT,4,8.93,25745.50,25738.36,25756.21,25738.61,6.89,12.55,TP,2025-12-23 16:03,2025-12-23 16:04
264,2025-12-23 11:29,SHORT,4,6.57,25752.00,25746.74,25759.89,25746.99,5.01,8.77,TP,2025-12-23 16:29,2025-12-23 16:29
265,2025-12-23 11:46,SHORT,4,5.32,25756.25,25751.99,25762.64,25752.24,4.01,6.77,TP,2025-12-23 16:46,2025-12-23 16:46
266,2025-12-23 11:51,SHORT,4,6.16,25766.25,25761.32,25773.64,25773.89,-7.64,-16.53,SL,2025-12-23 16:51,2025-12-23 16:54
267,2025-12-23 11:58,SHORT,4,6.43,25771.50,25766.36,25779.21,25766.61,4.89,8.55,TP,2025-12-23 16:58,2025-12-23 17:01
268,2025-12-23 13:09,SHORT,4,4.70,25768.75,25764.99,25774.39,25765.24,3.51,5.77,TP,2025-12-23 18:09,2025-12-23 18:11
269,2025-12-23 13:21,SHORT,4,3.57,25771.25,25768.39,25775.54,25775.79,-4.54,-10.31,SL,2025-12-23 18:21,2025-12-23 18:21
270,2025-12-23 14:07,SHORT,4,4.05,25782.75,25779.51,25787.61,25787.86,-5.11,-11.47,SL,2025-12-23 19:07,2025-12-23 19:10
271,2025-12-23 14:51,SHORT,4,2.66,25788.25,25786.12,25791.44,25791.69,-3.44,-8.13,SL,2025-12-23 19:51,2025-12-23 19:51
272,2025-12-23 14:55,SHORT,4,2.86,25795.25,25792.96,25798.68,25798.93,-3.68,-8.60,SL,2025-12-23 19:55,2025-12-23 19:56
273,2025-12-23 15:00,SHORT,4,3.45,25797.00,25794.24,25801.14,25801.39,-4.39,-10.01,SL,2025-12-23 20:00,2025-12-23 20:00
274,2025-12-23 15:04,SHORT,4,3.79,25804.00,25800.97,25808.54,25801.22,2.78,4.32,TP,2025-12-23 20:04,2025-12-23 20:04
275,2025-12-23 15:08,SHORT,4,3.89,25800.75,25797.64,25805.42,25797.89,2.86,4.49,TP,2025-12-23 20:08,2025-12-23 20:11
276,2025-12-23 15:47,SHORT,4,3.89,25802.00,25798.89,25806.67,25806.92,-4.92,-11.08,SL,2025-12-23 20:47,2025-12-23 20:49
277,2025-12-23 15:54,SHORT,4,5.77,25799.00,25794.39,25805.92,25794.64,4.36,7.49,TP,2025-12-23 20:54,2025-12-23 20:54
278,2025-12-23 15:58,SHORT,4,7.46,25818.50,25812.53,25827.46,25812.78,5.72,10.20,TP,2025-12-23 20:58,2025-12-23 20:59
279,2025-12-24 10:11,SHORT,5,7.75,25826.25,25820.05,25835.55,25835.80,-9.55,-20.34,SL,2025-12-24 15:11,2025-12-24 15:13
280,2025-12-24 10:21,SHORT,4,7.68,25829.75,25823.61,25838.96,25823.86,5.89,10.55,TP,2025-12-24 15:21,2025-12-24 15:22
281,2025-12-24 10:47,SHORT,4,5.16,25827.00,25822.87,25833.19,25823.12,3.88,6.52,TP,2025-12-24 15:47,2025-12-24 15:54
282,2025-12-24 11:10,SHORT,4,4.68,25838.75,25835.01,25844.36,25844.61,-5.86,-12.97,SL,2025-12-24 16:10,2025-12-24 16:10
283,2025-12-24 11:14,SHORT,4,4.91,25850.75,25846.82,25856.64,25847.07,3.68,6.12,TP,2025-12-24 16:14,2025-12-24 16:16
284,2025-12-24 11:34,SHORT,4,4.36,25864.50,25861.01,25869.73,25869.98,-5.48,-12.20,SL,2025-12-24 16:34,2025-12-24 16:36
285,2025-12-24 11:45,SHORT,4,5.84,25880.75,25876.08,25887.76,25876.33,4.42,7.60,TP,2025-12-24 16:45,2025-12-24 16:53
286,2025-12-24 12:59,SHORT,4,7.32,25888.50,25882.64,25897.29,25882.89,5.61,9.97,TP,2025-12-24 17:59,2025-12-24 17:59
287,2025-12-26 10:01,LONG,4,15.38,25873.00,25885.30,25854.55,25854.30,-18.70,-38.64,SL,2025-12-26 15:01,2025-12-26 15:01
288,2025-12-26 11:16,LONG,4,8.57,25863.75,25870.61,25853.46,25870.36,6.61,11.97,TP,2025-12-26 16:16,2025-12-26 16:17
289,2025-12-26 15:56,LONG,4,6.18,25863.75,25868.69,25856.34,25868.44,4.69,8.15,TP,2025-12-26 20:56,2025-12-26 20:57
290,2025-12-29 10:11,LONG,4,16.46,25690.00,25703.17,25670.24,25669.99,-20.01,-41.25,SL,2025-12-29 15:11,2025-12-29 15:11
291,2025-12-29 10:15,LONG,4,16.29,25677.75,25690.78,25658.21,25690.53,12.78,24.32,TP,2025-12-29 15:15,2025-12-29 15:15
292,2025-12-29 10:52,LONG,4,13.64,25676.00,25686.91,25659.63,25686.66,10.66,20.09,TP,2025-12-29 15:52,2025-12-29 15:52
293,2025-12-29 12:12,LONG,4,8.07,25680.25,25686.71,25670.56,25686.46,6.21,11.17,TP,2025-12-29 17:12,2025-12-29 17:12
294,2025-12-29 12:27,LONG,5,6.46,25665.00,25670.17,25657.24,25656.99,-8.01,-17.25,SL,2025-12-29 17:27,2025-12-29 17:27
295,2025-12-29 12:31,LONG,4,7.30,25659.50,25665.34,25650.74,25665.09,5.59,9.95,TP,2025-12-29 17:31,2025-12-29 17:31
296,2025-12-29 14:04,LONG,4,5.66,25688.00,25692.53,25681.21,25692.28,4.28,7.32,TP,2025-12-29 19:04,2025-12-29 19:05
297,2025-12-29 14:56,SHORT,4,6.54,25768.25,25763.02,25776.09,25763.27,4.98,8.72,TP,2025-12-29 19:56,2025-12-29 20:00
298,2025-12-30 09:50,SHORT,4,18.70,25736.25,25721.29,25758.69,25758.94,-22.69,-46.61,SL,2025-12-30 14:50,2025-12-30 14:56
299,2025-12-30 11:06,SHORT,4,9.41,25757.00,25749.47,25768.29,25749.72,7.28,13.32,TP,2025-12-30 16:06,2025-12-30 16:08
300,2025-12-30 11:21,SHORT,4,7.50,25779.50,25773.50,25788.50,25788.75,-9.25,-19.74,SL,2025-12-30 16:21,2025-12-30 16:21
301,2025-12-30 15:12,LONG,4,5.00,25690.00,25694.00,25684.00,25683.75,-6.25,-13.74,SL,2025-12-30 20:12,2025-12-30 20:12
302,2025-12-30 15:55,LONG,4,6.05,25688.75,25693.59,25681.49,25693.34,4.59,7.95,TP,2025-12-30 20:55,2025-12-30 20:55
303,2025-12-30 15:59,LONG,4,6.64,25684.75,25690.06,25676.78,25676.53,-8.22,-17.68,SL,2025-12-30 20:59,2025-12-30 20:59
